Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Jitting,1,335766,1,335766
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Jitting,1,419994,1,419994
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Jitting,2,530176,16,33136
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Jitting,2,1011480,16,63217.5
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,1,194344,16,12146.5
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,2,369465,32,11545.78
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,3,600035,64,9375.55
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,4,1125743,128,8794.87
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,5,2962447,256,11572.06
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,6,5209009,512,10173.85
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,7,10820751,1024,10567.14
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,8,20399414,2048,9960.65
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,9,38663189,4096,9439.26
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,10,70644151,8192,8623.55
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,11,43196684,16384,2636.52
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,12,88214940,32768,2692.11
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,13,164758778,65536,2514.02
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,14,328953136,131072,2509.71
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Pilot,15,650912848,262144,2483.04
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,1,1259271,262144,4.8
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,2,1167138,262144,4.45
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,3,1124059,262144,4.29
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,4,1069698,262144,4.08
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,5,1053737,262144,4.02
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,6,1190847,262144,4.54
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,7,1146043,262144,4.37
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,8,1101580,262144,4.2
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,9,1522737,262144,5.81
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Warmup,10,1204791,262144,4.6
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,1,1601155,262144,6.11
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,2,1172901,262144,4.47
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,3,1208332,262144,4.61
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,4,1307419,262144,4.99
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,5,1166791,262144,4.45
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,6,1229945,262144,4.69
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,7,1209899,262144,4.62
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,8,1158314,262144,4.42
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,9,1088546,262144,4.15
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,10,1145403,262144,4.37
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,11,1129781,262144,4.31
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,12,1068191,262144,4.07
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,13,1471485,262144,5.61
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,14,1595411,262144,6.09
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,15,1093668,262144,4.17
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,16,1070832,262144,4.08
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,17,1107806,262144,4.23
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,18,1088059,262144,4.15
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,19,1378278,262144,5.26
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Overhead,Actual,20,1189601,262144,4.54
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,1,669036724,262144,2552.17
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,2,653572460,262144,2493.18
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,3,651112120,262144,2483.8
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,4,658735168,262144,2512.88
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,5,671204693,262144,2560.44
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,6,656379702,262144,2503.89
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,7,652640947,262144,2489.63
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,8,655285598,262144,2499.72
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=LinkedList&N=100,1,Workload,Warmup,9,645771968,262144,2463.42
