Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,18,66812,16384,4.08
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,19,66566,16384,4.06
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,20,63035,16384,3.85
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,1,719557486,16384,43918.3
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,2,712910058,16384,43512.58
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,3,706467865,16384,43119.38
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,4,737028154,16384,44984.63
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,5,757149796,16384,46212.76
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,6,711493856,16384,43426.14
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,7,701563975,16384,42820.07
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,8,694894792,16384,42413.01
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,9,701329524,16384,42805.76
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Warmup,10,696288000,16384,42498.05
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Actual,1,701766090,16384,42832.4
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Actual,2,689412254,16384,42078.38
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Actual,3,696374154,16384,42503.31
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Result,1,701693610.5,16384,42827.98
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Result,2,689339774.5,16384,42073.96
Lists.Insert,Algorithms.Benchmarker.ListDataStructures,Lists,Insert,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Result,3,696301674.5,16384,42498.88
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Jitting,1,413582,1,413582
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Jitting,1,1238507,1,1238507
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Jitting,2,632058,16,39503.63
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Jitting,2,803793,16,50237.06
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,1,11684,16,730.25
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,2,33783,32,1055.72
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,3,23791,64,371.73
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,4,53263,128,416.12
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,5,106241,256,415
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,6,286919,512,560.39
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,7,401538,1024,392.13
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,8,860336,2048,420.09
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,9,1489163,4096,363.57
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,10,3058902,8192,373.4
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,11,6479479,16384,395.48
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,12,15573818,32768,475.28
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,13,24803085,65536,378.47
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,14,60869981,131072,464.4
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,15,71090971,262144,271.19
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,16,108871394,524288,207.66
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,17,206349781,1048576,196.79
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,18,427536703,2097152,203.87
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Workload,Pilot,19,813035004,4194304,193.84
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,1,15675342,4194304,3.74
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,2,15937857,4194304,3.8
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,3,16332522,4194304,3.89
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,4,21196426,4194304,5.05
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,5,25567843,4194304,6.1
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,6,22585637,4194304,5.38
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,7,22766624,4194304,5.43
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Warmup,8,21725953,4194304,5.18
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,1,27423574,4194304,6.54
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,2,29262723,4194304,6.98
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,3,16270330,4194304,3.88
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,4,16282867,4194304,3.88
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,5,16130188,4194304,3.85
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,6,16340837,4194304,3.9
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,7,16167611,4194304,3.85
Lists.Enumerate,Algorithms.Benchmarker.ListDataStructures,Lists,Enumerate,Job-IMCEUH,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,3,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-IMCEUH(IterationCount=3),ListType=SortedArray&N=100,1,Overhead,Actual,8,16406889,4194304,3.91
